Compare Experiments Report,Mon Nov 17 13:39:42 2025,,,,,,,,,,,,,,TFS,Probe Count,,TFS,Probe Count,,TFS,Probe Count,,TFS,Probe Count,,TFS,Probe Count,,,,,
PEAK1,8.0001,0,0,0,8.0001,36.481819,,"[~1%  IN BLACKLIST], [Minus], [# of exons: 7], [Gene type: NM]","chr9:56,048,936-56,265,857",NM_172924,"Peak1, pseudopodium-enriched atypical kinase 1, inactive tyrosine-protein kinase PEAK1|NKF3 kinase family member|sugen kinase 269|tyrosine-protein kinase SgK269, Predicted to have identical protein binding activity and non-membrane spanning protein tyrosine kinase activity. Predicted to be involved in several processes, including focal adhesion assembly; regulation of focal adhesion assembly; and substrate adhesion-dependent cell spreading. Localizes to actin cytoskeleton and focal adhesion. Orthologous to human PEAK1 (pseudopodium enriched atypical kinase 1).",protein kinase activity (GO:0004672); non-membrane spanning protein tyrosine kinase activity (GO:0004715); ATP binding (GO:0005524); cytoplasm (GO:0005737); cytoskeleton (GO:0005856); focal adhesion (GO:0005925); protein phosphorylation (GO:0006468); actin cytoskeleton (GO:0015629); cell migration (GO:0016477); cell junction (GO:0030054); substrate adhesion-dependent cell spreading (GO:0034446); identical protein binding (GO:0042802); protein autophosphorylation (GO:0046777); focal adhesion assembly (GO:0048041); regulation of focal adhesion assembly (GO:0051893),Peak1,1.668358,1.668358,2.380417,3.3611116,1,1.2508884,1.2508884,2.8002675,3.8806722,1,0.70413901,-1.4201741,2.5051487,1.8795343,1,3.3538116,3.3538116,15.06009,36.481819,0.001416525
NC_INTER_CY_15556,8.0001,0,0,0,8.0001,7.9956904,,"[~12%  IN BLACKLIST], [Minus], [# Lnc isoforms: 2], [# of exons: 1], [Gene type: lncRNA]","chrY:2,867,689-2,869,476",,"lnc_inter_chrY_15556, ",,lnc_inter_chrY_15556,3.706421,3.706421,0,0.057391513,1,6.042387,6.042387,0,0.18204487,1,1.8881364,1.8881364,0.076980688,0.18332785,1,44.487492,44.4874922,0.16720821,7.9956904,0.000768825
NC_INTER_C6_4822,8.0001,0,0,0,8.0001,534.45417,,"[~12% MAX. MULTIPLE IN BLACKLIST], [Plus], [# Lnc isoforms: 13], [# of exons: 7], [Gene type: lncRNA]","chr6:3,131,102-3,152,501",,"lnc_inter_chr6_4822, ",,lnc_inter_chr6_4822,1.2866387,1.2866387,209.0713,227.17753,1,1.3562847,1.3562847,109.33665,160.2045,1,0.83594926,-1.1962449,54.57029,48.707861,1,12.668436,12.6684359,58.3482,534.45417,9.22E-08
NC_INTER_C4_38027,8.0001,0,0,0,8.0001,9.228718,,"[~14%  IN BLACKLIST], [Plus], [# Lnc isoforms: 15], [# of exons: 1], [Gene type: lncRNA]","chr4:61,779,901-61,788,750",,"Gm12910, ; lnc_inter_chr4_38027, ",,Gm12910 lnc_inter_chr4_38027,1,1,0,0,1,7.4518139,7.4518139,0.015121929,0.17348813,1,2.5004164,2.5004164,0.029150733,0.055514209,1,20.851637,20.8516374,0.59916919,9.228718,0.030038663
LARS2,8.0001,0,0,0,8.0001,279.80699,,"[~2%  IN BLACKLIST], [Plus], [# of exons: 22], [Gene type: NM]","chr9:123,276,045-123,371,793",NM_001348167 NM_001348168 NM_153168,"Lars2, leucyl-tRNA synthetase, mitochondrial, probable leucine--tRNA ligase, mitochondrial, Predicted to have leucine-tRNA ligase activity. Predicted to be involved in leucyl-tRNA aminoacylation and mitochondrial translation. Localizes to mitochondrion. Is expressed in pancreas epithelium. Human ortholog(s) of this gene implicated in Perrault syndrome. Orthologous to human LARS2 (leucyl-tRNA synthetase 2, mitochondrial).",nucleotide binding (GO:0000166); aminoacyl-tRNA editing activity (GO:0002161); aminoacyl-tRNA ligase activity (GO:0004812); leucine-tRNA ligase activity (GO:0004823); ATP binding (GO:0005524); mitochondrion (GO:0005739); translation (GO:0006412); tRNA aminoacylation for protein translation (GO:0006418); leucyl-tRNA aminoacylation (GO:0006429); ligase activity (GO:0016874); mitochondrial translation (GO:0032543),Lars2,1.7997659,1.7997659,23.336592,35.281337,1,1.4413648,1.4413648,26.766009,43.546867,1,0.67356114,-1.4846462,22.662622,16.210685,1,7.9061533,7.9061533,49.440131,279.80699,3.43E-07
IL31RA,8.0001,0,0,0,8.0001,24.648378,,"[~3%  IN BLACKLIST], [Minus], [# of exons: 17], [Gene type: NM]","chr13:113,313,015-113,370,870",NM_139299,"Il31ra, interleukin 31 receptor A, interleukin-31 receptor subunit alpha|IL-31 receptor subunit alpha|IL-31R subunit alpha|IL-31R-alpha|IL-31RA|class I cytokine receptor|cytokine receptor NR10|gp130-like monocyte receptor|gp130-like receptor|interleukin 31RA|interleukin-31 receptor subunit alpha short peptide|mGLM-R|novel cytokine receptor 10|zcytoR17, Exhibits cytokine binding activity. Involved in several processes, including T-helper 2 cell cytokine production; acute inflammatory response to antigenic stimulus; and glandular epithelial cell differentiation. Localizes to external side of plasma membrane. Is expressed in brain; peripheral nervous system; reproductive system; and stomach. Human ortholog(s) of this gene implicated in primary cutaneous amyloidosis. Orthologous to human IL31RA (interleukin 31 receptor A).",glandular epithelial cell differentiation (GO:0002067); immune system process (GO:0002376); acute inflammatory response to antigenic stimulus (GO:0002438); cytokine receptor activity (GO:0004896); plasma membrane (GO:0005886); positive regulation of cell proliferation (GO:0008284); external side of plasma membrane (GO:0009897); membrane (GO:0016020); integral component of membrane (GO:0016021); cytokine-mediated signaling pathway (GO:0019221); cytokine binding (GO:0019955); cell junction (GO:0030054); T-helper 2 cell cytokine production (GO:0035745); cell projection (GO:0042995); receptor complex (GO:0043235); synapse (GO:0045202); granulocyte colony-stimulating factor binding (GO:0051916); defense response to other organism (GO:0098542),Il31ra,2.0366448,2.0366448,1.2449759,2.0177337,1,1.3935365,1.3935365,1.3456226,2.2150319,1,0.73175862,-1.3665709,1.523209,1.1958211,1,9.7286102,9.7286102,3.6310445,24.648378,0.001181173
NC_AS_C2_1119,8.0001,0,0,0,8.0001,56.326972,,"[~4%  IN BLACKLIST], [Minus], [# Lnc isoforms: 9], [# of exons: 3], [Gene type: lncRNA]","chr2:22,599,554-22,632,207",,"lnc_as_chr2_1119, ",,lnc_as_chr2_1119,1.8340952,1.8340952,7.8623892,11.538642,1,1.1452805,1.1452805,6.4791595,8.7032741,1,0.64334848,-1.5543675,7.7778848,5.3350634,1,11.428249,11.4282491,7.1552178,56.326972,0.000523226
GM19951,8.0001,0,0,0,8.0001,943.90778,,"[~41%  IN BLACKLIST], [Plus], [# of exons: 2], [Gene type: lincRNA]","chr12:100,881,303-100,885,431",NR_166738,"Gm19951, predicted gene, 19951",,Gm19951,2.4525706,2.4525706,86.333946,160.61211,1,1.4929803,1.4929803,81.11905,137.57713,1,0.70062835,-1.4272902,79.816809,59.466529,1,14.802076,14.8020765,92.358943,943.90778,6.18E-06
NC_INTER_CY_15555,8.0001,0,0,0,8.0001,3.6106676,,"[~53%  IN BLACKLIST], [Minus], [# Lnc isoforms: 2], [# of exons: 1], [Gene type: lncRNA]","chrY:2,786,718-2,789,456",,"lnc_inter_chrY_15555, ",,lnc_inter_chrY_15555,16.700936,16.7009365,0,0.17140516,1,2.2470912,2.2470912,0.20722573,0.50360306,1,4.295055,4.295055,0.14701422,0.9154757,1,106.38698,106.3869796,0,3.6106676,0.000625057
NC_INTER_CY_15554,8.0001,0,0,0,8.0001,6.3080195,,"[~53%  IN BLACKLIST], [Plus], [# Lnc isoforms: 2], [# of exons: 1], [Gene type: lncRNA]","chrY:2,786,720-2,789,577",,"lnc_inter_chrY_15554, ",,lnc_inter_chrY_15554,0.2868726,-3.4858679,0.031134593,0,1,0.52451129,-1.9065366,0.2379346,0.13279993,1,3.040039,3.040039,0.090288706,0.22910515,1,54.162133,54.1621333,0.12955162,6.3080195,0.000117681
NC_INTER_C13_23226,8.0001,0,0,0,8.0001,17.769367,,"[~6%  IN BLACKLIST], [Plus], [# Lnc isoforms: 4], [# of exons: 1], [Gene type: lncRNA]","chr13:4,255,969-4,258,436",,"lnc_inter_chr13_23226, ",,lnc_inter_chr13_23226,4.1142251,4.1142251,0.03605656,0.21150247,1,3.0391521,3.0391521,0.90150013,2.7737222,0.68133342,4.4088795,4.4088795,1.3757671,6.8330481,0.49514487,8.1767698,8.1767698,2.7242228,17.769367,0.002645826
NC_INTER_CY_50534,8.0001,0,0,0,8.0001,6.9801869,,"[~72%  IN BLACKLIST], [Minus], [# Lnc isoforms: 1], [# of exons: 1], [Gene type: lncRNA]","chrY:2,875,820-2,877,349",,"lnc_inter_chrY_50534, ",,lnc_inter_chrY_50534,1.144872,1.144872,0.11635256,0.14380998,1,0.88849044,-1.1255045,0.094521494,0.070880409,1,2.7784456,2.7784456,0.089970235,0.35442884,1,111.50449,111.5044885,0,6.9801869,0.000235328
NC_INTRA_C5_41495,8.0001,0,0,0,8.0001,5403.8861,,"[~84%  IN BLACKLIST], [Plus], [# Lnc isoforms: 26], [# of exons: 1], [Gene type: lncRNA]","chr5:147,071,607-147,074,099",,"lnc_intra_chr5_41495, ",,lnc_intra_chr5_41495,1.9789593,1.9789593,872.32739,1353.6186,1,1.0867599,1.0867599,692.42399,867.67919,1,0.67838998,-1.4740784,677.32452,487.8798,1,9.2410338,9.2410338,834.11038,5403.8861,0.00015462
NC_INTER_C16_28282,8.0001,0,0,0,8.0001,779.79604,,"[~89%  IN BLACKLIST], [Minus], [# Lnc isoforms: 1], [# of exons: 1], [Gene type: lncRNA]","chr16:35,981,583-35,982,844",AK144265 XR_001781900 XR_003951858 XR_876052,"Gm15564, predicted gene 15564; lnc_inter_chr16_28282, ",molecular_function (GO:0003674); cellular_component (GO:0005575); biological_process (GO:0008150),Gm15564 lnc_inter_chr16_28282,1.6790063,1.6790063,58.86993,76.531904,1,1.3574252,1.3574252,65.852926,102.40067,1,0.83951134,-1.1911691,50.799904,45.082568,1,7.8865437,7.8865437,141.18076,779.79604,0.000261624
ABCD2,7.222,1.2,2.02,4.002,0,10.021848,,"[Minus], [# of exons: 10], [Gene type: NM]","chr15:90,976,302-91,022,438",NM_001358967 NM_011994,"Abcd2, ATP-binding cassette, sub-family D (ALD), member 2, ATP-binding cassette sub-family D member 2|adrenoleukodystrophy related|adrenoleukodystrophy-related protein, Predicted to have several functions, including ATP binding activity; long-chain fatty acid transporter activity; and protein homodimerization activity. Involved in several processes, including fatty acid catabolic process; negative regulation of cytokine production involved in inflammatory response; and positive regulation of fatty acid metabolic process. Localizes to mitochondrion. Is expressed in several structures, including alimentary system; hemolymphoid system; limb; nervous system; and sensory organ. Orthologous to human ABCD2 (ATP binding cassette subfamily D member 2).","very long-chain fatty acid metabolic process (GO:0000038); nucleotide binding (GO:0000166); long-chain fatty acid transporter activity (GO:0005324); protein binding (GO:0005515); ATP binding (GO:0005524); mitochondrion (GO:0005739); peroxisome (GO:0005777); peroxisomal membrane (GO:0005778); fatty acid beta-oxidation (GO:0006635); peroxisome organization (GO:0007031); response to bacterium (GO:0009617); peroxisomal long-chain fatty acid import (GO:0015910); membrane (GO:0016020); integral component of membrane (GO:0016021); ATPase activity (GO:0016887); positive regulation of fatty acid beta-oxidation (GO:0032000); ATPase activity, coupled to transmembrane movement of substances (GO:0042626); very long-chain fatty acid catabolic process (GO:0042760); protein homodimerization activity (GO:0042803); myelin maintenance (GO:0043217); transmembrane transport (GO:0055085); negative regulation of cytokine production involved in inflammatory response (GO:1900016); negative regulation of reactive oxygen species biosynthetic process (GO:1903427); neuron projection maintenance (GO:1990535); positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)",Abcd2,0.17339117,-5.7673063,2.8554207,0.4947446,0.000720647,0.29975493,-3.3360586,1.9935653,0.60248962,0.005627405,0.29081533,-3.4386083,4.0865834,1.2702058,0.011140081,0.34966197,-2.859905,10.021848,2.6723453,0.33989296
FMO6,7.222,1.2,2.02,4.002,0,0.46172754,,"[Minus], [# of exons: 8], [Gene type: NM]","chr1:164,846,682-164,867,356",NM_001178038,"Fmo6, flavin containing monooxygenase 6, Predicted to have monooxygenase activity. Is expressed in olfactory epithelium. Orthologous to human FMO6P (flavin containing dimethylaniline monoxygenase 6, pseudogene).","monooxygenase activity (GO:0004497); N,N-dimethylaniline monooxygenase activity (GO:0004499); cellular_component (GO:0005575)",Fmo6,0.004224152,-236.7338962,0.46172754,0,3.93E-10,0.047018723,-21.2681231,0.19675526,0.005242147,0.033391053,0.014340548,-69.732341,0.20578998,0,0.020691761,0.45686043,-2.1888523,0.15183868,0.044425457,1
DIPK1C,7.222,1.2,2.02,4.002,0,1.115051,,"[Plus], [# of exons: 5], [Gene type: NM]","chr18:84,889,536-84,909,828",NM_173770,"Dipk1c, divergent protein kinase domain 1C, divergent protein kinase domain 1C|family with sequence similarity 69, member C|protein FAM69C, Predicted to localize to endoplasmic reticulum and integral component of membrane. Is expressed in forelimb bud; lip; sensory organ; and ventricular layer. Orthologous to human DIPK1C (divergent protein kinase domain 1C).",molecular_function (GO:0003674); cellular_component (GO:0005575); endoplasmic reticulum (GO:0005783); biological_process (GO:0008150); membrane (GO:0016020); integral component of membrane (GO:0016021),Dipk1c,0.025651445,-38.984158,0.28760004,0.005201711,0.005371317,0.010159054,-98.4343619,0.241304,0,0.025980478,0.010254522,-97.5179581,0.25542261,0,0.0296844,0.1908246,-5.2404144,1.115051,0.13207629,0.77648938
ACNAT2,7.222,1.2,2.02,4.002,0,38.285681,,"[~5%  IN BLACKLIST], [Minus], [# of exons: 6], [Gene type: NM]","chr4:49,392,712-49,421,023",NM_001356289 NM_145368,"Acnat2, acyl-coenzyme A amino acid N-acyltransferase 2, acyl-coenzyme A amino acid N-acyltransferase 2|acyl-CoA:amino acid N-acyltransferase 2, Predicted to have acyl-CoA hydrolase activity. Predicted to be involved in acyl-CoA metabolic process and fatty acid metabolic process. Predicted to localize to peroxisome.","peroxisome (GO:0005777); lipid metabolic process (GO:0006629); fatty acid metabolic process (GO:0006631); acyl-CoA metabolic process (GO:0006637); transferase activity (GO:0016740); transferase activity, transferring acyl groups (GO:0016746); thiolester hydrolase activity (GO:0016790); acyl-CoA hydrolase activity (GO:0047617)",Acnat2,0.21597532,-4.6301587,28.782508,5.6972841,3.05E-05,0.31033314,-3.2223436,20.672048,6.6011784,1.09E-05,0.28678389,-3.4869462,23.575725,7.1270936,0.00067272,0.38848693,-2.5740892,38.285681,11.456081,0.13267793
NC_INTER_C18_30760,7.111,1.1,2.01,4.001,0,9.2211549,,"[Minus], [# Lnc isoforms: 1], [# of exons: 1], [Gene type: lncRNA]","chr18:12,800,789-12,801,885",,"lnc_inter_chr18_30760, ",,lnc_inter_chr18_30760,15.34781,15.34781,0.23969981,4.4993226,0.000275946,9.1296471,9.1296471,0.91375437,9.0522723,3.80E-05,11.346577,11.3465769,0.40096549,6.7192352,0.006987917,6.5013717,6.5013717,1.9611733,9.2211549,0.36906301
ASNS,7.111,1.1,2.01,4.001,0,3.5200511,,"[Minus], [# of exons: 12], [Gene type: NM]","chr6:7,625,165-7,643,209",NM_012055,"Asns, asparagine synthetase, asparagine synthetase [glutamine-hydrolyzing]|glutamine-dependent asparagine synthetase, Predicted to have asparagine synthase (glutamine-hydrolyzing) activity and identical protein binding activity. Predicted to be involved in several processes, including asparagine biosynthetic process; cellular response to glucose starvation; and positive regulation of mitotic cell cycle. Predicted to localize to cytosol. Is expressed in several structures, including alimentary system; eye; genitourinary system; nervous system; and respiratory system. Orthologous to human ASNS (asparagine synthetase (glutamine-hydrolyzing)).",nucleotide binding (GO:0000166); asparagine synthase (glutamine-hydrolyzing) activity (GO:0004066); ATP binding (GO:0005524); cytosol (GO:0005829); asparagine biosynthetic process (GO:0006529); glutamine metabolic process (GO:0006541); cellular amino acid biosynthetic process (GO:0008652); ligase activity (GO:0016874); cellular response to glucose starvation (GO:0042149); identical protein binding (GO:0042802); negative regulation of apoptotic process (GO:0043066); positive regulation of mitotic cell cycle (GO:0045931),Asns,7.5658242,7.5658242,0.38067991,2.2262912,0.022240907,7.2544332,7.2544332,0.41368496,3.1682745,0.030320325,9.8151828,9.8151828,0.35689363,3.5200511,0.006051236,4.6767311,4.6767311,0.40710021,1.31725,0.25905593
NAT8,7.111,1.1,2.01,4.001,0,12.633838,,"[Minus], [# of exons: 4], [Gene type: NM]","chr6:85,780,381-85,782,595 chr6:85,785,543-85,785,621 chr6:85,786,457-85,786,851",NM_001362060 NM_023455,"Nat8, N-acetyltransferase 8 (GCN5-related), N-acetyltransferase 8|N-acetyltransferase 8 (GCN5-related, putative)|acetyltransferase 2|camello-like 4|camello-like protein 4|cysteinyl-conjugate N-acetyltransferase|probable N-acetyltransferase CML4, Predicted to have cysteine-S-conjugate N-acetyltransferase activity and lysine N-acetyltransferase activity, acting on acetyl phosphate as donor. Involved in gastrulation with mouth forming second. Predicted to localize to several cellular components, including Golgi apparatus; endoplasmic reticulum membrane; and endoplasmic reticulum-Golgi intermediate compartment membrane. Orthologous to several human genes including NAT8 (N-acetyltransferase 8 (putative)).","gastrulation with mouth forming second (GO:0001702); lysine N-acetyltransferase activity, acting on acetyl phosphate as donor (GO:0004468); late recombination nodule (GO:0005715); endoplasmic reticulum (GO:0005783); endoplasmic reticulum membrane (GO:0005789); endoplasmic reticulum-Golgi intermediate compartment (GO:0005793); Golgi apparatus (GO:0005794); glutathione metabolic process (GO:0006749); negative regulation of cell adhesion (GO:0007162); N-acetyltransferase activity (GO:0008080); positive regulation of gene expression (GO:0010628); membrane (GO:0016020); integral component of membrane (GO:0016021); transferase activity (GO:0016740); transferase activity, transferring acyl groups (GO:0016746); peptidyl-lysine N6-acetylation (GO:0018003); endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116); negative regulation of apoptotic process (GO:0043066); cysteine-S-conjugate N-acetyltransferase activity (GO:0047198); amyloid-beta metabolic process (GO:0050435)",Nat8,5.0432895,5.0432895,1.915045,8.3940933,0.013572877,3.4805074,3.4805074,3.1121641,12.633838,0.014647243,3.5112108,3.5112108,2.6727343,10.209515,0.007812421,2.2426537,2.2426537,5.6732614,9.3115398,0.78301697
MUP5,7.111,1.1,2.01,4.001,0,20.82978,,"[Minus], [# of exons: 7], [Gene type: NM]","chr4:61,492,353-61,496,214",NM_008649,"Mup5, major urinary protein 5, major urinary protein 5|MUP 5|Mup V|major urinary protein 18, Predicted to have odorant binding activity. Predicted to be involved in behavior. Predicted to localize to extracellular space. Is expressed in nervous system and nose.",odorant binding (GO:0005549); pheromone binding (GO:0005550); extracellular region (GO:0005576); extracellular space (GO:0005615); behavior (GO:0007610); biological_process (GO:0008150); small molecule binding (GO:0036094),Mup5,7.5311781,7.5311781,2.0080374,11.724009,0.019187141,7.4835259,7.4835259,1.8145049,14.411297,7.10E-13,3.8303497,3.8303497,5.006292,20.82978,0.000234501,3.1743746,3.1743746,1.8291518,4.7837629,0.67244045
MUP8,7.111,1.1,2.01,4.001,0,51.417115,,"[Minus], [# of exons: 7], [Gene type: NM]","chr4:60,231,493-60,231,744 chr4:60,232,147-60,235,412",NM_001347131,"Mup8, major urinary protein 8, major urinary protein 8|major urinary protein (Mup) gene family member|major urinary protein 5",molecular_function (GO:0003674); cellular_component (GO:0005575); biological_process (GO:0008150),Mup8,37.283304,37.2833045,1.8410281,51.417115,0.005456325,19.771032,19.7710316,1.8084885,42.799775,0.000319273,13.730929,13.7309293,2.6507139,35.409931,0.002193267,6.1238087,6.1238087,1.5653469,6.8624761,0.15533536
FITM1,7.111,1.1,2.01,4.001,0,95.572922,,"[Plus], [# of exons: 2], [Gene type: NM]","chr14:56,194,511-56,195,789",NM_026808,"Fitm1, fat storage-inducing transmembrane protein 1, fat storage-inducing transmembrane protein 1|fat-inducing protein 1|fat-inducing transcript 1, Exhibits diacylglycerol binding activity and triglyceride binding activity. Involved in lipid droplet formation and positive regulation of sequestering of triglyceride. Localizes to integral component of endoplasmic reticulum membrane. Is expressed in genitourinary system; gut; liver; lung; and musculature. Orthologous to human FITM1 (fat storage inducing transmembrane protein 1).",endoplasmic reticulum (GO:0005783); endoplasmic reticulum membrane (GO:0005789); lipid metabolic process (GO:0006629); phospholipid biosynthetic process (GO:0008654); positive regulation of sequestering of triglyceride (GO:0010890); membrane (GO:0016020); integral component of membrane (GO:0016021); triglyceride binding (GO:0017129); lipid storage (GO:0019915); diacylglycerol binding (GO:0019992); integral component of endoplasmic reticulum membrane (GO:0030176); lipid particle organization (GO:0034389); lipid droplet formation (GO:0140042),Fitm1,4.0585113,4.0585113,25.961843,95.572922,0.00920881,4.3475195,4.3475195,11.970561,59.341367,0.000813035,5.9266528,5.9266528,7.0962083,44.814256,0.000801974,3.9469832,3.9469832,9.7306191,29.367638,0.18146302
MTNR1A,7.111,1.1,2.01,4.001,0,3.2640942,,"[Plus], [# of exons: 2], [Gene type: NM]","chr8:46,154,461-46,173,860",NM_008639,"Mtnr1a, melatonin receptor 1A, melatonin receptor type 1A|Mel1a receptor|mel-1A-R, Predicted to have hormone binding activity; melatonin receptor activity; and organic cyclic compound binding activity. Predicted to be involved in adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; circadian rhythm; and negative regulation of insulin secretion. Predicted to localize to integral component of plasma membrane; neuronal cell body; and receptor complex. Is expressed in several structures, including adrenal gland; brain; gonad; intestine; and liver and biliary system. Orthologous to human MTNR1A (melatonin receptor 1A).",G-protein coupled receptor activity (GO:0004930); plasma membrane (GO:0005886); integral component of plasma membrane (GO:0005887); signal transduction (GO:0007165); G-protein coupled receptor signaling pathway (GO:0007186); adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway (GO:0007193); circadian rhythm (GO:0007623); melatonin receptor activity (GO:0008502); membrane (GO:0016020); integral component of membrane (GO:0016021); hormone binding (GO:0042562); neuronal cell body (GO:0043025); receptor complex (GO:0043235); negative regulation of insulin secretion (GO:0046676); organic cyclic compound binding (GO:0097159),Mtnr1a,5.4788159,5.4788159,0.11311856,0.52337971,0.036675488,6.8812605,6.8812605,0.099691364,0.72383253,3.80E-05,8.2074516,8.2074516,0.066220126,0.62038538,0.010697536,3.9754296,3.9754296,0.97630356,3.2640942,0.079656902
NC_INTER_C6_42054,6.022,0,2.02,4.002,0,20.628064,,"[Minus], [# Lnc isoforms: 15], [# of exons: 1], [Gene type: lncRNA]","chr6:37,820,025-37,820,803",,"lnc_inter_chr6_42054, ",,lnc_inter_chr6_42054,0.096776781,-10.3330571,10.123457,0.926613,0.11841055,0.14399748,-6.944566,14.009727,2.2241907,2.80E-05,0.06676579,-14.9777303,10.374657,0.69740622,0.000594994,0.090588074,-11.0389807,20.628064,1.363661,0.22433203
NC_INTER_C13_11437,6.022,0,2.02,4.002,0,7.2070404,,"[Minus], [# Lnc isoforms: 35], [# of exons: 4], [Gene type: lncRNA]","chr13:60,569,089-60,582,351",,"Gm48500, ; lnc_inter_chr13_11437, ",,Gm48500 lnc_inter_chr13_11437,0.33632299,-2.9733323,0.25553571,0.081140406,1,0.18820446,-5.3133705,1.498423,0.27299038,0.007291214,0.17611561,-5.6780885,2.0441278,0.37638198,0.000510713,0.25733486,-3.8859873,7.2070404,1.3065646,0.071813113
SLC13A3,6.022,0,2.02,4.002,0,5.7495704,,"[Minus], [# of exons: 13], [Gene type: NM]","chr2:165,230,795-165,298,697",NM_054055,"Slc13a3, solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3, solute carrier family 13 member 3|Na(+)/dicarboxylate cotransporter 3|mNaDC3|sodium-dependent high-affinity dicarboxylate transporter 2, Exhibits high-affinity sodium:dicarboxylate symporter activity and succinate transmembrane transporter activity. Involved in succinate transmembrane transport. Localizes to membrane. Is expressed in central nervous system; esophagus; genitourinary system; liver; and retina. Orthologous to human SLC13A3 (solute carrier family 13 member 3).",dicarboxylic acid transmembrane transporter activity (GO:0005310); organic acid:sodium symporter activity (GO:0005343); plasma membrane (GO:0005886); ion transport (GO:0006811); sodium ion transport (GO:0006814); dicarboxylic acid transport (GO:0006835); citrate transmembrane transporter activity (GO:0015137); alpha-ketoglutarate transmembrane transporter activity (GO:0015139); succinate transmembrane transporter activity (GO:0015141); L-aspartate transmembrane transporter activity (GO:0015183); symporter activity (GO:0015293); high-affinity sodium:dicarboxylate symporter activity (GO:0015362); succinate transport (GO:0015744); citrate transport (GO:0015746); aspartate transmembrane transport (GO:0015810); membrane (GO:0016020); integral component of membrane (GO:0016021); basolateral plasma membrane (GO:0016323); sodium:dicarboxylate symporter activity (GO:0017153); transmembrane transporter activity (GO:0022857); glutathione transmembrane transporter activity (GO:0034634); glutathione transmembrane transport (GO:0034775); transmembrane transport (GO:0055085); succinate transmembrane transport (GO:0071422); anion transmembrane transport (GO:0098656),Slc13a3,0.92131753,-1.0854021,4.037854,3.5830417,1,0.39971868,-2.5017595,5.5011297,2.4417057,0.009466795,0.3502281,-2.855282,5.7495704,2.1343009,0.011685336,0.628034,-1.5922705,4.832157,2.2397166,1
MSMP,6.022,0,2.02,4.002,0,30.352438,,"[Minus], [# of exons: 3], [Gene type: NM]","chr4:43,596,088-43,597,366",NM_001099314,"Msmp, microseminoprotein, prostate associated, prostate-associated microseminoprotein|PC3-secreted microprotein homolog|Vmicroseminoprotein, prostate associated, Predicted to have CCR2 chemokine receptor binding activity. Predicted to be involved in lymphocyte chemotaxis and monocyte chemotaxis. Predicted to localize to cytoplasm and extracellular space. Orthologous to human MSMP (microseminoprotein, prostate associated).",monocyte chemotaxis (GO:0002548); cytokine activity (GO:0005125); extracellular region (GO:0005576); extracellular space (GO:0005615); cytoplasm (GO:0005737); chemotaxis (GO:0006935); inflammatory response (GO:0006954); CCR2 chemokine receptor binding (GO:0031727); lymphocyte chemotaxis (GO:0048247),Msmp,0.050370123,-19.8530386,2.360826,0.080249323,0.39068722,0.05367118,-18.6319736,30.352438,1.8388851,0.002948895,0.075252994,-13.2885079,22.736272,1.8244564,0.018248222,0.047213996,-21.1801604,2.205302,0,1
HTRA4,6.022,0,2.02,4.002,0,1.06768,,"[Minus], [# of exons: 9], [Gene type: NM]","chr8:26,135,400-26,149,434",NM_001081187,"Htra4, HtrA serine peptidase 4, serine protease HTRA4|high-temperature requirement factor A4, Predicted to have endopeptidase activity and identical protein binding activity. Predicted to be involved in proteolysis. Predicted to localize to extracellular region. Is expressed in several structures, including genitourinary system; gut; hemolymphoid system gland; lung; and muscle tissue. Orthologous to human HTRA4 (HtrA serine peptidase 4).",endopeptidase activity (GO:0004175); serine-type endopeptidase activity (GO:0004252); insulin-like growth factor binding (GO:0005520); cellular_component (GO:0005575); extracellular region (GO:0005576); proteolysis (GO:0006508); peptidase activity (GO:0008233); serine-type peptidase activity (GO:0008236); hydrolase activity (GO:0016787); identical protein binding (GO:0042802),Htra4,0.48055004,-2.0809487,0.87827899,0.40453706,1,0.21733107,-4.6012749,0.96277543,0.23515522,0.00629613,0.22378328,-4.4686092,1.06768,0.24075405,0.017185963,0.40614601,-2.4621687,0.60125897,0.17290126,1
NC_AS_C2_34310,6.022,0,2.02,4.002,0,1.0432339,,"[Plus], [# Lnc isoforms: 17], [# of exons: 4], [Gene type: lncRNA]","chr2:127,348,023-127,357,203",,"lnc_as_chr2_34310, ",,lnc_as_chr2_34310,0.1074307,-9.3083259,0.24516185,0.022670125,0.98885969,0.14402286,-6.9433422,0.71137659,0.11196811,0.025980478,0.12081133,-8.2773692,0.90810932,0.11265332,0.011589497,0.50686475,-1.9729129,1.0432339,0.3742302,1
